KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K18692,101.9546496,0.824326615,0.348410956,2.365960659,0.017983355,0.159125446
K18697,31.77041149,-0.441559492,0.599682464,-0.736322168,0.461534659,0.837519149
K18700,78.9788246,0.025212388,0.790692084,0.03188648,0.97456258,1
K18702,11.6891471,0.630921745,0.835905303,0.75477658,0.450383049,0.828338222
K18704,14.71132108,0.156776456,0.746044064,0.210143695,0.833555523,1
K18707,280.6721185,-0.334654203,0.16728236,-2.000534924,0.045442533,0.286735419
K18766,8.216309338,-0.264186049,4.387155475,-0.060218073,0.951981952,1
K18770,23.3744334,-0.726921271,0.922865888,-0.787678123,0.430885005,0.813975787
K18785,105.6011307,-0.879657908,0.34318108,-2.563247099,0.010369822,0.117755087
K18814,20.77785841,-1.296379435,0.512397554,-2.530026588,0.011405388,0.123347163
K18815,14.04359679,-0.356284178,1.169110175,-0.304748163,0.760557964,1
K18816,19.56009566,-0.42060684,1.075157041,-0.391205028,0.695645692,0.980431806
K18820,57.2783222,-1.621030151,0.867941597,-1.867671921,0.061807815,0.334220035
K18827,9.617189893,-1.577532764,1.015746474,-1.553077273,0.120404675,0.464683968
K18828,11.65103281,0.141932448,0.741118016,0.191511264,0.848125057,1
K18829,11.50395367,0.589349238,0.780610674,0.754984857,0.450258068,0.828338222
K18830,41.21484858,-0.194790635,0.709657584,-0.274485385,0.783711634,1
K18831,207.0178633,-2.079649522,0.360424195,-5.770005325,7.93E-09,6.48E-06
K18841,1.287105451,-3.478515866,1.673447811,-2.078652136,0.037649335,0.25481868
K18842,1.377988537,-3.339659067,1.558908602,-2.142305882,0.032168876,0.23071292
K18843,352.258015,-0.244562067,0.363626287,-0.672564321,0.501224506,0.867468087
K18855,6.491644144,-0.368027493,0.769240287,-0.478429821,0.632344313,0.950725837
K18856,64.41228541,-0.206006173,1.007903183,-0.204390834,0.838048092,1
K18866,51.38714678,-0.520806428,1.050001332,-0.496005492,0.619890536,0.941699186
K18887,14.30335239,1.741115062,1.293850066,1.345685337,0.178404017,0.558304165
K18888,3.322991836,0,4.98008961,0,NA,NA
K18889,43.49304227,0.47748069,0.841780658,0.567226967,0.570559989,0.913980594
K18890,48.96141467,0.142842168,0.755361653,0.189104342,0.850011039,1
K18891,64.76889881,0.019894286,0.915129877,0.021739303,0.982655912,1
K18892,66.14518408,-0.073105755,0.925853181,-0.078960419,0.937064106,1
K18893,6.514594487,0,4.98008961,0,1,1
