"diversity_shannon","observed","chao1","PD","SR","sampleID","seqID","Mouse","Treatment","Diet","Cage","Desc","Day","Rec_day","Rec_day_adj","Sac.group","Aim","Cohort","reads.in","reads.out","nseqs","seq_run","Abx","Post.diet","Post.micr","Pre.diet"
1.35293798317946,53,53,4.631398504,53,"HF5514","MMF.16S.204_HF5514","1630","WD-RC","WD","24","rec-wk2",66,14,14,NA,"A2","C2",55438,51039,43904,"Feb_2022","ABX","RC","RC","WD"
1.15400408048275,41,41,3.539503283,41,"HF5515","MMF.16S.204_HF5515","1635","WD-RC","WD","24","rec-wk2",66,14,14,NA,"A2","C2",46669,44191,39181,"Feb_2022","ABX","RC","RC","WD"
2.51324640380046,90,90,9.515991789,90,"HF5600","MMF.16S.204_HF5600","1675","RC-WD","RC","3B","baseline",21,-31,-31,NA,"A2","C3",22927,18072,13389,"Feb_2022","ABX","WD","WD","RC"
2.25732384464683,38,38,5.882547483,38,"HF5601","MMF.16S.204_HF5601","1676","RC-ABX-PBS","RC","3A","baseline",21,-31,-31,NA,"A2","C3",3368,2535,2144,"Feb_2022","ABX","RC","PBS","RC"
3.12614882408719,65,65,8.16627021,65,"HF5602","MMF.16S.204_HF5602","1677","RC-RC","RC","3A","baseline",21,-31,-31,NA,"A2","C3",6599,5904,4406,"Feb_2022","ABX","RC","RC","RC"
3.06717736867262,116,116,11.242696098,116,"HF5603","MMF.16S.204_HF5603","1678","RC-PBS-PBS","RC","3A","baseline",21,-31,-31,NA,"A2","C3",48298,42129,30283,"Feb_2022","PBS","RC","PBS","RC"
3.8022046053754,185,185.5,14.791367419,185,"HF5604","MMF.16S.204_HF5604","1679","RC-PBS-PBS","RC","3A","baseline",21,-31,-31,NA,"A2","C3",52223,47464,34016,"Feb_2022","PBS","RC","PBS","RC"
2.03496383754375,48,48,7.46763841,48,"HF5606","MMF.16S.204_HF5606","1681","RC-DIET","RC","3B","baseline",21,-31,-31,NA,"A2","C3",6185,5626,4748,"Feb_2022","ABX","WD","RC","RC"
1.79709348353777,66,66,8.307996525,66,"HF5607","MMF.16S.204_HF5607","1682","RC-RC","RC","3B","baseline",21,-31,-31,NA,"A2","C3",15261,13537,11981,"Feb_2022","ABX","RC","RC","RC"
3.0958529493949,137,137.333333333333,12.167845358,137,"HF5608","MMF.16S.204_HF5608","1683","RC-MICR","RC","3C","baseline",21,-31,-31,NA,"A2","C3",32397,28537,21734,"Feb_2022","ABX","RC","WD","RC"
2.18207756733241,36,36,5.536805328,36,"HF5609","MMF.16S.204_HF5609","1684","RC-WD","RC","3C","baseline",21,-31,-31,NA,"A2","C3",7359,6378,5594,"Feb_2022","ABX","WD","WD","RC"
2.1879990220567,43,43,6.197764031,43,"HF5610","MMF.16S.204_HF5610","1685","RC-ABX-PBS","RC","3C","baseline",21,-31,-31,NA,"A2","C3",6481,5897,4955,"Feb_2022","ABX","RC","PBS","RC"
2.44781059733687,120,120,11.463574903,120,"HF5611","MMF.16S.204_HF5611","1686","WD-RC","WD","3E","baseline",21,-31,-31,NA,"A2","C3",56660,50523,39403,"Feb_2022","ABX","RC","RC","WD"
2.91015924119734,73,74,8.501523357,73,"HF5612","MMF.16S.204_HF5612","1687","RC-DIET","RC","3C","baseline",21,-31,-31,NA,"A2","C3",7971,6896,5384,"Feb_2022","ABX","WD","RC","RC"
2.88973105689012,67,67,7.839880295,67,"HF5613","MMF.16S.204_HF5613","1688","WD-PBS-PBS","WD","3D","baseline",21,-31,-31,NA,"A2","C3",18082,14766,12030,"Feb_2022","PBS","WD","PBS","WD"
2.53608500421108,70,70,8.329705005,70,"HF5614","MMF.16S.204_HF5614","1689","WD-RC","WD","3D","baseline",21,-31,-31,NA,"A2","C3",15783,13592,10734,"Feb_2022","ABX","RC","RC","WD"
2.8443360955595,176,176,14.307400868,176,"HF5615","MMF.16S.204_HF5615","1690","WD-PBS-PBS","WD","3D","baseline",21,-31,-31,NA,"A2","C3",39551,33573,28739,"Feb_2022","PBS","WD","PBS","WD"
2.37622973508169,192,192,14.787893501,192,"HF5616","MMF.16S.204_HF5616","1691","WD-ABX-PBS","WD","3D","baseline",21,-31,-31,NA,"A2","C3",313130,273310,213022,"Feb_2022","ABX","WD","PBS","WD"
3.48263893107145,153,153.25,12.872664371,153,"HF5617","MMF.16S.204_HF5617","1692","WD-MICR","WD","3E","baseline",21,-31,-31,NA,"A2","C3",24768,21112,16773,"Feb_2022","ABX","WD","RC","WD"
2.12262483553297,42,42,6.028097003,42,"HF5618","MMF.16S.205_HF5618","1693","WD-DIET","WD","3E","baseline",21,-31,-31,NA,"A2","C3",8356,6745,5696,"Feb_2022","ABX","RC","WD","WD"
1.94869938449408,28,28,4.647523616,28,"HF5619","MMF.16S.205_HF5619","1694","WD-WD","WD","3E","baseline",21,-31,-31,NA,"A2","C3",5330,3838,3236,"Feb_2022","ABX","WD","WD","WD"
2.99633563151781,61,61,7.527926058,61,"HF5620","MMF.16S.205_HF5620","1695","WD-MICR","WD","3F","baseline",21,-31,-31,NA,"A2","C3",22190,12781,10126,"Feb_2022","ABX","WD","RC","WD"
2.94543805653186,120,121,10.996424148,120,"HF5621","MMF.16S.205_HF5621","1696","WD-ABX-PBS","WD","3F","baseline",21,-31,-31,NA,"A2","C3",54433,43606,32899,"Feb_2022","ABX","WD","PBS","WD"
2.92970649374686,75,75,8.824490448,75,"HF5622","MMF.16S.205_HF5622","1697","WD-DIET","WD","3F","baseline",21,-31,-31,NA,"A2","C3",14838,12407,10406,"Feb_2022","ABX","RC","WD","WD"
2.82062268609984,70,70,8.094789137,70,"HF5623","MMF.16S.205_HF5623","1698","WD-WD","WD","3F","baseline",21,-31,-31,NA,"A2","C3",15317,11183,8910,"Feb_2022","ABX","WD","WD","WD"
2.95052815176694,138,138,12.809343315,138,"HF5648","MMF.16S.205_HF5648","1677","RC-RC","RC","3A","pre-abx",49,-3,-3,NA,"A2","C3",49465,40887,32882,"Feb_2022","ABX","RC","RC","RC"
3.09495002130708,63,63,7.896861939,63,"HF5649","MMF.16S.205_HF5649","1676","RC-ABX-PBS","RC","3A","pre-abx",49,-3,-3,NA,"A2","C3",8645,6868,5717,"Feb_2022","ABX","RC","PBS","RC"
3.30960241923207,144,147,13.070706413,144,"HF5650","MMF.16S.205_HF5650","1679","RC-PBS-PBS","RC","3A","pre-abx",49,-3,-3,NA,"A2","C3",36769,29318,22230,"Feb_2022","PBS","RC","PBS","RC"
2.57523801975195,55,55,7.832450948,55,"HF5651","MMF.16S.205_HF5651","1678","RC-PBS-PBS","RC","3A","pre-abx",49,-3,-3,NA,"A2","C3",8968,6022,4662,"Feb_2022","PBS","RC","PBS","RC"
3.16727068396986,121,123,12.368690763,121,"HF5652","MMF.16S.205_HF5652","1682","RC-RC","RC","3B","pre-abx",49,-3,-3,NA,"A2","C3",26690,20215,16228,"Feb_2022","ABX","RC","RC","RC"
1.9551811640927,30,30,4.859333285,30,"HF5653","MMF.16S.205_HF5653","1681","RC-DIET","RC","3B","pre-abx",49,-3,-3,NA,"A2","C3",3319,2677,2242,"Feb_2022","ABX","WD","RC","RC"
2.83531637875397,155,156.5,13.938640831,155,"HF5655","MMF.16S.205_HF5655","2592","RC-WD","RC","3B","pre-abx",49,-3,-3,NA,"A2","C3",35406,30844,24423,"Feb_2022","ABX","WD","WD","RC"
2.0701965261335,47,47,6.869495307,47,"HF5657","MMF.16S.205_HF5657","1687","RC-DIET","RC","3C","pre-abx",49,-3,-3,NA,"A2","C3",14303,11284,9362,"Feb_2022","ABX","WD","RC","RC"
4.07554870433315,206,207.25,15.516499659,206,"HF5658","MMF.16S.205_HF5658","2593","RC-MICR","RC","3C","pre-abx",49,-3,-3,NA,"A2","C3",48534,39056,29193,"Feb_2022","ABX","RC","WD","RC"
3.80376687229642,175,179.2,14.178736576,175,"HF5659","MMF.16S.205_HF5659","2594","RC-WD","RC","3C","pre-abx",49,-3,-3,NA,"A2","C3",28220,22746,18241,"Feb_2022","ABX","WD","WD","RC"
1.4635216478148,21,21,5.004738555,21,"HF5660","MMF.16S.205_HF5660","1689","WD-RC","WD","3D","pre-abx",49,-3,-3,NA,"A2","C3",8321,6509,5162,"Feb_2022","ABX","RC","RC","WD"
3.85474133672828,210,211.2,14.153882967,210,"HF5661","MMF.16S.205_HF5661","1688","WD-PBS-PBS","WD","3D","pre-abx",49,-3,-3,NA,"A2","C3",77500,59076,49374,"Feb_2022","PBS","WD","PBS","WD"
2.02996549812484,86,86,9.835791476,86,"HF5662","MMF.16S.205_HF5662","1690","WD-PBS-PBS","WD","3D","pre-abx",49,-3,-3,NA,"A2","C3",40388,33586,27799,"Feb_2022","PBS","WD","PBS","WD"
1.63064173254048,37,37,6.281398089,37,"HF5663","MMF.16S.205_HF5663","1691","WD-ABX-PBS","WD","3D","pre-abx",49,-3,-3,NA,"A2","C3",16508,13054,11059,"Feb_2022","ABX","WD","PBS","WD"
2.87262380460468,101,101.6,10.595753646,101,"HF5664","MMF.16S.205_HF5664","1694","WD-WD","WD","3E","pre-abx",49,-3,-3,NA,"A2","C3",37857,30401,23412,"Feb_2022","ABX","WD","WD","WD"
1.75725971793938,20,20,4.426869285,20,"HF5665","MMF.16S.205_HF5665","1693","WD-DIET","WD","3E","pre-abx",49,-3,-3,NA,"A2","C3",6465,4988,4127,"Feb_2022","ABX","RC","WD","WD"
2.75969960564533,94,94.5,9.775328825,94,"HF5666","MMF.16S.205_HF5666","1692","WD-MICR","WD","3E","pre-abx",49,-3,-3,NA,"A2","C3",23913,18454,15438,"Feb_2022","ABX","WD","RC","WD"
2.19122464370161,42,42,7.094444206,42,"HF5667","MMF.16S.205_HF5667","1686","WD-RC","WD","3E","pre-abx",49,-3,-3,NA,"A2","C3",9197,7686,5849,"Feb_2022","ABX","RC","RC","WD"
1.84397628217344,25,25,5.431842279,25,"HF5668","MMF.16S.205_HF5668","1696","WD-ABX-PBS","WD","3F","pre-abx",49,-3,-3,NA,"A2","C3",10002,7621,6369,"Feb_2022","ABX","WD","PBS","WD"
2.40237653911294,68,71,8.828796608,68,"HF5669","MMF.16S.205_HF5669","1698","WD-WD","WD","3F","pre-abx",49,-3,-3,NA,"A2","C3",13452,9433,6849,"Feb_2022","ABX","WD","WD","WD"
1.70599205102237,50,50,7.403511103,50,"HF5670","MMF.16S.205_HF5670","1697","WD-DIET","WD","3F","pre-abx",49,-3,-3,NA,"A2","C3",25514,19576,15899,"Feb_2022","ABX","RC","WD","WD"
1.4580903646667,10,10,2.11017737,10,"HF5671","MMF.16S.205_HF5671","2595","WD-MICR","WD","3F","pre-abx",49,-3,-3,NA,"A2","C3",2415,1958,1637,"Feb_2022","ABX","WD","RC","WD"
