sampleID,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
HF5773,MMF.16S.210_HF5773,2593,RC-MICR,RC,29,rec-wk2,66,14,14,NA,A2,C3,55284,46615,42196,Mar_2022,ABX,RC,WD,RC
HF5774,MMF.16S.210_HF5774,2592,RC-WD,RC,30,rec-wk2,66,14,14,NA,A2,C3,33311,30565,29377,Mar_2022,ABX,WD,WD,RC
HF5775,MMF.16S.210_HF5775,2594,RC-WD,RC,30,rec-wk2,66,14,14,NA,A2,C3,19772,17480,17090,Mar_2022,ABX,WD,WD,RC
HF5776,MMF.16S.210_HF5776,1688,WD-PBS-PBS,WD,31,rec-wk2,66,14,14,NA,A2,C3,34573,29126,24335,Mar_2022,PBS,WD,PBS,WD
HF5777,MMF.16S.210_HF5777,1690,WD-PBS-PBS,WD,31,rec-wk2,66,14,14,NA,A2,C3,2435,2088,1734,Mar_2022,PBS,WD,PBS,WD
HF5778,MMF.16S.210_HF5778,1691,WD-ABX-PBS,WD,32,rec-wk2,66,14,14,NA,A2,C3,31704,26755,25587,Mar_2022,ABX,WD,PBS,WD
HF5779,MMF.16S.210_HF5779,1696,WD-ABX-PBS,WD,32,rec-wk2,66,14,14,NA,A2,C3,12435,10817,10159,Mar_2022,ABX,WD,PBS,WD
HF5780,MMF.16S.210_HF5780,1694,WD-WD,WD,33,rec-wk2,66,14,14,NA,A2,C3,22730,18800,16492,Mar_2022,ABX,WD,WD,WD
HF5781,MMF.16S.210_HF5781,1698,WD-WD,WD,33,rec-wk2,66,14,14,NA,A2,C3,39383,32698,28358,Mar_2022,ABX,WD,WD,WD
HF5782,MMF.16S.210_HF5782,1693,WD-DIET,WD,34,rec-wk2,66,14,14,NA,A2,C3,25281,21287,19010,Mar_2022,ABX,RC,WD,WD
HF5783,MMF.16S.210_HF5783,1697,WD-DIET,WD,34,rec-wk2,66,14,14,NA,A2,C3,2628,2324,2154,Mar_2022,ABX,RC,WD,WD
HF5784,MMF.16S.210_HF5784,1692,WD-MICR,WD,35,rec-wk2,66,14,14,NA,A2,C3,47841,42301,39657,Mar_2022,ABX,WD,RC,WD
HF5785,MMF.16S.210_HF5785,2595,WD-MICR,WD,35,rec-wk2,66,14,14,NA,A2,C3,3089,2352,2112,Mar_2022,ABX,WD,RC,WD
HF5786,MMF.16S.210_HF5786,1686,WD-RC,WD,36,rec-wk2,66,14,14,NA,A2,C3,24963,20649,17686,Mar_2022,ABX,RC,RC,WD
HF5787,MMF.16S.210_HF5787,1689,WD-RC,WD,36,rec-wk2,66,14,14,NA,A2,C3,7118,5742,4994,Mar_2022,ABX,RC,RC,WD
HF6050,MMF.16S.211_HF6050,2041,RC-PBS-PBS,RC,37,rec-wk2,66,14,14,NA,A2,C4,31556,25889,23273,Mar_2022,PBS,RC,PBS,RC
HF6051,MMF.16S.211_HF6051,2044,RC-PBS-PBS,RC,37,rec-wk2,66,14,14,NA,A2,C4,3548,2978,2489,Mar_2022,PBS,RC,PBS,RC
HF6052,MMF.16S.211_HF6052,2042,RC-ABX-PBS,RC,38,rec-wk2,66,14,14,NA,A2,C4,56924,45356,41756,Mar_2022,ABX,RC,PBS,RC
HF6053,MMF.16S.211_HF6053,2048,RC-ABX-PBS,RC,38,rec-wk2,66,14,14,NA,A2,C4,19131,15006,14445,Mar_2022,ABX,RC,PBS,RC
HF6054,MMF.16S.211_HF6054,2030,RC-ABX-PBS,RC,38,rec-wk2,66,14,14,NA,A2,C4,25893,22558,20960,Mar_2022,ABX,RC,PBS,RC
HF6055,MMF.16S.211_HF6055,2032,RC-RC,RC,39,rec-wk2,66,14,14,NA,A2,C4,15189,12461,10622,Mar_2022,ABX,RC,RC,RC
HF6056,MMF.16S.211_HF6056,2040,RC-DIET,RC,40,rec-wk2,66,14,14,NA,A2,C4,6587,5812,5325,Mar_2022,ABX,WD,RC,RC
HF6057,MMF.16S.211_HF6057,2049,RC-DIET,RC,40,rec-wk2,66,14,14,NA,A2,C4,37893,33192,31811,Mar_2022,ABX,WD,RC,RC
HF6058,MMF.16S.211_HF6058,2043,RC-MICR,RC,41,rec-wk2,66,14,14,NA,A2,C4,40428,35684,32810,Mar_2022,ABX,RC,WD,RC
HF6059,MMF.16S.211_HF6059,2045,RC-MICR,RC,41,rec-wk2,66,14,14,NA,A2,C4,33794,30554,29450,Mar_2022,ABX,RC,WD,RC
HF6060,MMF.16S.211_HF6060,2034,RC-MICR,RC,41,rec-wk2,66,14,14,NA,A2,C4,28469,26721,25920,Mar_2022,ABX,RC,WD,RC
HF6061,MMF.16S.211_HF6061,2046,RC-WD,RC,42,rec-wk2,66,14,14,NA,A2,C4,35286,31725,30507,Mar_2022,ABX,WD,WD,RC
HF6062,MMF.16S.211_HF6062,2033,RC-WD,RC,42,rec-wk2,66,14,14,NA,A2,C4,38527,34946,33959,Mar_2022,ABX,WD,WD,RC
HF6063,MMF.16S.211_HF6063,2053,WD-PBS-PBS,WD,43,rec-wk2,66,14,14,NA,A2,C4,30114,26739,23667,Mar_2022,PBS,WD,PBS,WD
HF6064,MMF.16S.211_HF6064,2050,WD-PBS-PBS,WD,43,rec-wk2,66,14,14,NA,A2,C4,70937,56880,47590,Mar_2022,PBS,WD,PBS,WD
HF6065,MMF.16S.211_HF6065,2054,WD-ABX-PBS,WD,44,rec-wk2,66,14,14,NA,A2,C4,23623,21622,21536,Mar_2022,ABX,WD,PBS,WD
HF6066,MMF.16S.211_HF6066,2051,WD-ABX-PBS,WD,44,rec-wk2,66,14,14,NA,A2,C4,25016,23515,23499,Mar_2022,ABX,WD,PBS,WD
HF6067,MMF.16S.211_HF6067,2037,WD-WD,WD,45,rec-wk2,66,14,14,NA,A2,C4,512,466,420,Mar_2022,ABX,WD,WD,WD
HF6068,MMF.16S.211_HF6068,2047,WD-WD,WD,45,rec-wk2,66,14,14,NA,A2,C4,23065,20944,17837,Mar_2022,ABX,WD,WD,WD
HF6069,MMF.16S.211_HF6069,2035,WD-DIET,WD,46,rec-wk2,66,14,14,NA,A2,C4,14954,12725,12436,Mar_2022,ABX,RC,WD,WD
HF6070,MMF.16S.211_HF6070,2038,WD-DIET,WD,46,rec-wk2,66,14,14,NA,A2,C4,35152,30873,29788,Mar_2022,ABX,RC,WD,WD
HF6071,MMF.16S.211_HF6071,2039,WD-MICR,WD,47,rec-wk2,66,14,14,NA,A2,C4,8059,6850,6680,Mar_2022,ABX,WD,RC,WD
HF6072,MMF.16S.211_HF6072,2031,WD-MICR,WD,47,rec-wk2,66,14,14,NA,A2,C4,11258,9751,9261,Mar_2022,ABX,WD,RC,WD
HF6073,MMF.16S.211_HF6073,2036,WD-RC,WD,48,rec-wk2,66,14,14,NA,A2,C4,81948,67780,57822,Mar_2022,ABX,RC,RC,WD
HF6074,MMF.16S.211_HF6074,2052,WD-RC,WD,48,rec-wk2,66,14,14,NA,A2,C4,48902,42598,37184,Mar_2022,ABX,RC,RC,WD
HF6552,MMF.16S.205_HF6552,1570,WD-ABX-PBS,WD,8,rec-wk4,80,28,28,NA,A2,C1,8820,7724,6930,Feb_2023,ABX,RC,RC,WD
HF7209,MMF.16S.211_HF7209,1679,RC-PBS-PBS,RC,25,rec-wk4,80,28,28,NA,A2,C3,55423,46241,39081,Mar_2022,PBS,RC,PBS,RC
HF7228,MMF.16S.211_HF7228,1685,RC-ABX-PBS,RC,26,rec-wk4,80,28,28,NA,A2,C3,14607,10750,10422,Mar_2022,ABX,RC,PBS,RC
HF7247,MMF.16S.211_HF7247,1676,RC-RC,RC,27,rec-wk4,80,28,28,NA,A2,C3,14794,12350,10466,Mar_2022,ABX,RC,RC,RC
HF7266,MMF.16S.211_HF7266,1681,RC-DIET,RC,28,rec-wk4,80,28,28,NA,A2,C3,68265,61180,55757,Mar_2022,ABX,WD,RC,RC
HF7285,MMF.16S.211_HF7285,2593,RC-MICR,RC,29,rec-wk4,80,28,28,NA,A2,C3,65732,51938,44213,Mar_2022,ABX,RC,WD,RC
HF7304,MMF.16S.211_HF7304,2592,RC-WD,RC,30,rec-wk4,80,28,28,NA,A2,C3,26032,22114,19980,Mar_2022,ABX,WD,WD,RC
HF7323,MMF.16S.211_HF7323,1688,WD-PBS-PBS,WD,31,rec-wk4,80,28,28,NA,A2,C3,29455,25214,23162,Mar_2022,PBS,WD,PBS,WD
HF7342,MMF.16S.211_HF7342,1691,WD-ABX-PBS,WD,32,rec-wk4,80,28,28,NA,A2,C3,51609,45944,43527,Mar_2022,ABX,WD,PBS,WD
HF7361,MMF.16S.211_HF7361,1694,WD-WD,WD,33,rec-wk4,81,29,28,NA,A2,C3,6446,5317,4898,Mar_2022,ABX,WD,WD,WD
HF7380,MMF.16S.211_HF7380,1693,WD-DIET,WD,34,rec-wk4,81,29,28,NA,A2,C3,12694,10809,9655,Mar_2022,ABX,RC,WD,WD
HF7399,MMF.16S.211_HF7399,1692,WD-MICR,WD,35,rec-wk4,81,29,28,NA,A2,C3,34915,30423,28119,Mar_2022,ABX,WD,RC,WD
HF7418,MMF.16S.211_HF7418,1686,WD-RC,WD,36,rec-wk4,81,29,28,NA,A2,C3,14225,12003,10140,Mar_2022,ABX,RC,RC,WD
HF7437,MMF.16S.211_HF7437,1678,RC-PBS-PBS,RC,25,rec-wk4,81,29,28,NA,A2,C3,18550,12874,10905,Mar_2022,PBS,RC,PBS,RC
HF7456,MMF.16S.211_HF7456,1682,RC-RC,RC,27,rec-wk4,81,29,28,NA,A2,C3,11899,9198,7586,Mar_2022,ABX,RC,RC,RC
HF7475,MMF.16S.211_HF7475,1687,RC-DIET,RC,28,rec-wk4,81,29,28,NA,A2,C3,50818,46187,44860,Mar_2022,ABX,WD,RC,RC
HF7494,MMF.16S.211_HF7494,2594,RC-WD,RC,30,rec-wk4,84,32,28,NA,A2,C3,51218,44010,35585,Mar_2022,ABX,WD,WD,RC
HF7513,MMF.16S.211_HF7513,1690,WD-PBS-PBS,WD,31,rec-wk4,84,32,28,NA,A2,C3,70358,60609,53870,Mar_2022,PBS,WD,PBS,WD
HF7532,MMF.16S.212_HF7532,1696,WD-ABX-PBS,WD,32,rec-wk4,84,32,28,NA,A2,C3,74562,66374,64012,Mar_2022,ABX,WD,PBS,WD
HF7551,MMF.16S.212_HF7551,1698,WD-WD,WD,33,rec-wk4,84,32,28,NA,A2,C3,27762,22349,18141,Mar_2022,ABX,WD,WD,WD
HF7570,MMF.16S.212_HF7570,1697,WD-DIET,WD,34,rec-wk4,84,32,28,NA,A2,C3,8253,6905,5385,Mar_2022,ABX,RC,WD,WD
HF7589,MMF.16S.212_HF7589,2595,WD-MICR,WD,35,rec-wk4,84,32,28,NA,A2,C3,21844,19471,17910,Mar_2022,ABX,WD,RC,WD
HF7608,MMF.16S.212_HF7608,1689,WD-RC,WD,36,rec-wk4,84,32,28,NA,A2,C3,2988,1460,1224,Mar_2022,ABX,RC,RC,WD
HF7627,MMF.16S.212_HF7627,1677,RC-RC,RC,27,rec-wk4,84,32,28,NA,A2,C3,23290,18207,15719,Mar_2022,ABX,RC,RC,RC
HF7709,MMF.16S.212_HF7709,2052,WD-RC,WD,48,rec-wk4,79,27,28,NA,A2,C4,15699,13709,11448,Mar_2022,ABX,RC,RC,WD
HF7728,MMF.16S.212_HF7728,2031,WD-MICR,WD,47,rec-wk4,79,27,28,NA,A2,C4,7126,6430,5514,Mar_2022,ABX,WD,RC,WD
HF7747,MMF.16S.212_HF7747,2038,WD-DIET,WD,46,rec-wk4,79,27,28,NA,A2,C4,44936,38463,31173,Mar_2022,ABX,RC,WD,WD
HF7766,MMF.16S.212_HF7766,2047,WD-WD,WD,45,rec-wk4,79,27,28,NA,A2,C4,11036,9663,7543,Mar_2022,ABX,WD,WD,WD
HF7785,MMF.16S.212_HF7785,2051,WD-ABX-PBS,WD,44,rec-wk4,79,27,28,NA,A2,C4,14251,12427,12351,Mar_2022,ABX,WD,PBS,WD
HF7804,MMF.16S.212_HF7804,2050,WD-PBS-PBS,WD,43,rec-wk4,79,27,28,NA,A2,C4,9733,7963,7022,Mar_2022,PBS,WD,PBS,WD
HF7823,MMF.16S.212_HF7823,2034,RC-MICR,RC,41,rec-wk4,79,27,28,NA,A2,C4,10627,6630,5199,Mar_2022,ABX,RC,WD,RC
HF7842,MMF.16S.212_HF7842,2030,RC-ABX-PBS,RC,38,rec-wk4,79,27,28,NA,A2,C4,66298,56095,44928,Mar_2022,ABX,RC,PBS,RC
HF7861,MMF.16S.212_HF7861,2041,RC-PBS-PBS,RC,37,rec-wk4,80,28,28,NA,A2,C4,38957,33892,28037,Mar_2022,PBS,RC,PBS,RC
HF7880,MMF.16S.212_HF7880,2042,RC-ABX-PBS,RC,38,rec-wk4,80,28,28,NA,A2,C4,29924,23405,21231,Mar_2022,ABX,RC,PBS,RC
HF7899,MMF.16S.212_HF7899,2032,RC-RC,RC,39,rec-wk4,80,28,28,NA,A2,C4,56143,49124,36263,Mar_2022,ABX,RC,RC,RC
HF7918,MMF.16S.212_HF7918,2040,RC-DIET,RC,40,rec-wk4,80,28,28,NA,A2,C4,8788,6180,5180,Mar_2022,ABX,WD,RC,RC
HF7937,MMF.16S.212_HF7937,2043,RC-MICR,RC,41,rec-wk4,80,28,28,NA,A2,C4,24121,20434,15032,Mar_2022,ABX,RC,WD,RC
HF7956,MMF.16S.212_HF7956,2046,RC-WD,RC,42,rec-wk4,80,28,28,NA,A2,C4,22769,18603,16850,Mar_2022,ABX,WD,WD,RC
HF7975,MMF.16S.212_HF7975,2053,WD-PBS-PBS,WD,43,rec-wk4,80,28,28,NA,A2,C4,38914,32493,25593,Mar_2022,PBS,WD,PBS,WD
HF7994,MMF.16S.212_HF7994,2054,WD-ABX-PBS,WD,44,rec-wk4,80,28,28,NA,A2,C4,2885,2650,2467,Mar_2022,ABX,WD,PBS,WD
HF8013,MMF.16S.212_HF8013,2044,RC-PBS-PBS,RC,37,rec-wk4,81,29,28,NA,A2,C4,37616,32815,26021,Mar_2022,PBS,RC,PBS,RC
HF8032,MMF.16S.212_HF8032,2048,RC-ABX-PBS,RC,38,rec-wk4,81,29,28,NA,A2,C4,23692,20759,19303,Mar_2022,ABX,RC,PBS,RC
HF8051,MMF.16S.212_HF8051,2049,RC-DIET,RC,40,rec-wk4,81,29,28,NA,A2,C4,36662,30321,25604,Mar_2022,ABX,WD,RC,RC
HF8070,MMF.16S.212_HF8070,2045,RC-MICR,RC,41,rec-wk4,81,29,28,NA,A2,C4,33834,28634,23152,Mar_2022,ABX,RC,WD,RC
HF8089,MMF.16S.212_HF8089,2033,RC-WD,RC,42,rec-wk4,81,29,28,NA,A2,C4,4034,3452,2812,Mar_2022,ABX,WD,WD,RC
HF8108,MMF.16S.212_HF8108,2037,WD-WD,WD,45,rec-wk4,81,29,28,NA,A2,C4,30820,25916,20800,Mar_2022,ABX,WD,WD,WD
HF8127,MMF.16S.212_HF8127,2035,WD-DIET,WD,46,rec-wk4,81,29,28,NA,A2,C4,23787,19750,15747,Mar_2022,ABX,RC,WD,WD
HF8146,MMF.16S.212_HF8146,2039,WD-MICR,WD,47,rec-wk4,81,29,28,NA,A2,C4,20272,17590,15606,Mar_2022,ABX,WD,RC,WD
HF8165,MMF.16S.212_HF8165,2036,WD-RC,WD,48,rec-wk4,81,29,28,NA,A2,C4,31539,25775,18412,Mar_2022,ABX,RC,RC,WD
HF10,MMF.16S.123_HF10,5264,WD-ABX,WD,4,baseline,0,-13,-13,0,A1,C1,226300,173866,157397,June_2021,ABX,,,WD
HF11,MMF.16S.123_HF11,5265,WD-ABX,WD,4,baseline,0,-13,-13,0,A1,C1,130407,98088,81899,June_2021,ABX,,,WD
HF12,MMF.16S.123_HF12,5732,WD-ABX,WD,4,baseline,0,-13,-13,0,A1,C1,152195,109574,93712,June_2021,ABX,,,WD
HF1,MMF.16S.123_HF1,5735,RC-ABX,RC,1,baseline,0,-13,-13,0,A1,C1,331032,247782,224678,June_2021,ABX,,,RC
HF2,MMF.16S.123_HF2,5570,RC-ABX,RC,1,baseline,0,-13,-13,0,A1,C1,230445,172369,152935,June_2021,ABX,,,RC
HF3,MMF.16S.123_HF3,5571,RC-ABX,RC,1,baseline,0,-13,-13,0,A1,C1,145497,108458,96844,June_2021,ABX,,,RC
HF4,MMF.16S.123_HF4,5266,RC-ABX,RC,2,baseline,0,-13,-13,0,A1,C1,310871,210708,191661,June_2021,ABX,,,RC
HF5,MMF.16S.123_HF5,5267,RC-ABX,RC,2,baseline,0,-13,-13,0,A1,C1,80880,42701,38214,June_2021,ABX,,,RC
HF6,MMF.16S.123_HF6,5734,RC-ABX,RC,2,baseline,0,-13,-13,0,A1,C1,333589,220209,192264,June_2021,ABX,,,RC
HF7,MMF.16S.123_HF7,5733,WD-ABX,WD,3,baseline,0,-13,-13,0,A1,C1,125504,98843,85846,June_2021,ABX,,,WD
HF8,MMF.16S.123_HF8,5568,WD-ABX,WD,3,baseline,0,-13,-13,0,A1,C1,106456,78831,69691,June_2021,ABX,,,WD
HF405,MMF.16S.191_HF405,1946,WD-ABX,WD,6067917,baseline,21,-31,-31,4,A1,C2,53220,45616,40597,Jan_2022,ABX,,,WD
HF411,MMF.16S.191_HF411,1953,RC-ABX,RC,6067919,baseline,21,-31,-31,4,A1,C2,7654,6452,4431,Jan_2022,ABX,,,RC
HF417,MMF.16S.191_HF417,1958,WD-PBS,WD,5893645,baseline,21,-31,-31,4,A1,C2,18679,15910,12941,Jan_2022,PBS,,,WD
HF423,MMF.16S.191_HF423,1964,RC-PBS,RC,5893647,baseline,21,-31,-31,4,A1,C2,84148,68937,58765,Jan_2022,PBS,,,RC
HF1004,MMF.16S.191_HF1004,1999,RC-ABX,RC,6072207,baseline,21,-31,-31,4,A1,C3,63897,54060,45892,Jan_2022,ABX,,,RC
HF1013,MMF.16S.192_HF1013,1507,RC-ABX,RC,6072209,baseline,21,-31,-31,4,A1,C3,63585,50865,40642,Jan_2022,ABX,,,RC
HF1014,MMF.16S.192_HF1014,1543,RC-ABX,RC,6072209,baseline,21,-31,-31,4,A1,C3,45165,38081,31332,Jan_2022,ABX,,,RC
HF1019,MMF.16S.192_HF1019,1517,WD-PBS,WD,6072211,baseline,21,-31,-31,4,A1,C3,99238,76753,62377,Jan_2022,PBS,,,WD
HF1024,MMF.16S.192_HF1024,1523,RC-PBS,RC,6072212,baseline,21,-31,-31,4,A1,C3,32491,25347,21909,Jan_2022,PBS,,,RC
HF1029,MMF.16S.192_HF1029,1530,WD-PBS,WD,6072213,baseline,21,-31,-31,4,A1,C3,125610,97159,80335,Jan_2022,PBS,,,WD
HF1030,MMF.16S.192_HF1030,1528,WD-PBS,WD,6072213,baseline,21,-31,-31,4,A1,C3,46190,36621,29558,Jan_2022,PBS,,,WD
HF1034,MMF.16S.192_HF1034,1533,RC-PBS,RC,6072214,baseline,21,-31,-31,4,A1,C3,56630,45412,38096,Jan_2022,PBS,,,RC
HF1035,MMF.16S.192_HF1035,1534,RC-PBS,RC,6072214,baseline,21,-31,-31,4,A1,C3,70150,55791,41875,Jan_2022,PBS,,,RC
HF8202,MMF.16S.252_HF8202,3091,RC-ABX,RC,6101052,baseline,21,-31,-31,NA,A1,C4,62269,51091,44656,June_2022,ABX,,,RC
HF8203,MMF.16S.252_HF8203,3092,RC-ABX,RC,6101052,baseline,21,-31,-31,NA,A1,C4,46494,40542,35589,June_2022,ABX,,,RC
HF8207,MMF.16S.252_HF8207,3097,RC-PBS,RC,6101053,baseline,21,-31,-31,NA,A1,C4,20585,18167,15594,June_2022,PBS,,,RC
HF8211,MMF.16S.252_HF8211,3102,RC-ABX,RC,6101054,baseline,21,-31,-31,NA,A1,C4,47762,41095,37571,June_2022,ABX,,,RC
HF8215,MMF.16S.252_HF8215,3107,RC-PBS,RC,6101055,baseline,21,-31,-31,NA,A1,C4,21491,14365,12745,June_2022,PBS,,,RC
HF8219,MMF.16S.252_HF8219,3112,WD-ABX,WD,6101056,baseline,21,-31,-31,NA,A1,C4,58539,51118,42939,June_2022,ABX,,,WD
HF8223,MMF.16S.252_HF8223,3117,WD-PBS,WD,6101057,baseline,21,-31,-31,NA,A1,C4,24140,22059,18294,June_2022,PBS,,,WD
HF8227,MMF.16S.252_HF8227,3105,WD-ABX,WD,6101058,baseline,21,-31,-31,NA,A1,C4,24429,19973,16129,June_2022,ABX,,,WD
HF8710,MMF.16S.253_HF8710,3126,WD-ABX,WD,6102382,baseline,21,-31,-31,NA,A1,C5,27850,22921,21331,June_2022,ABX,,,WD
HF8715,MMF.16S.253_HF8715,3140,WD-PBS,WD,6102383,baseline,21,-31,-31,NA,A1,C5,17619,16116,15227,June_2022,PBS,,,WD
HF8719,MMF.16S.253_HF8719,NT.3141,RC-PBS,RC,6102384,baseline,21,-31,-31,NA,A1,C5,28790,22479,20815,June_2022,PBS,,,RC
HF8723,MMF.16S.253_HF8723,3146,WD-ABX,WD,6102385,baseline,21,-31,-31,NA,A1,C5,49112,40318,37439,June_2022,ABX,,,WD
HF8731,MMF.16S.253_HF8731,3145,WD-PBS,WD,5903644,baseline,21,-31,-31,NA,A1,C5,20116,10030,8252,June_2022,PBS,,,WD
HF9200,MMF.16S.253_HF9200,3177,RC-ABX,RC,6103740,baseline,21,-31,-31,NA,A1,C6,39893,27672,22326,June_2022,ABX,,,RC
HF9201,MMF.16S.253_HF9201,3178,RC-ABX,RC,6103740,baseline,21,-31,-31,NA,A1,C6,18018,15587,14802,June_2022,ABX,,,RC
HF9202,MMF.16S.253_HF9202,3179,RC-ABX,RC,6103740,baseline,21,-31,-31,NA,A1,C6,32499,27317,26768,June_2022,ABX,,,RC
HF9203,MMF.16S.253_HF9203,3180,RC-ABX,RC,6103740,baseline,21,-31,-31,NA,A1,C6,50539,44670,43757,June_2022,ABX,,,RC
HF9204,MMF.16S.253_HF9204,3181,RC-PBS,RC,6103741,baseline,21,-31,-31,NA,A1,C6,23910,19371,18807,June_2022,PBS,,,RC
HF9205,MMF.16S.253_HF9205,3182,RC-PBS,RC,6103741,baseline,21,-31,-31,NA,A1,C6,59374,45976,44867,June_2022,PBS,,,RC
HF9206,MMF.16S.253_HF9206,3183,RC-PBS,RC,6103741,baseline,21,-31,-31,NA,A1,C6,16983,13954,13196,June_2022,PBS,,,RC
HF9207,MMF.16S.253_HF9207,3184,RC-PBS,RC,6103741,baseline,21,-31,-31,NA,A1,C6,40299,31480,30414,June_2022,PBS,,,RC
HF9208,MMF.16S.253_HF9208,3185,WD-ABX,WD,6103742,baseline,21,-31,-31,NA,A1,C6,25533,21407,20295,June_2022,ABX,,,WD
HF9209,MMF.16S.253_HF9209,3186,WD-ABX,WD,6103742,baseline,21,-31,-31,NA,A1,C6,41273,34617,33804,June_2022,ABX,,,WD
HF9210,MMF.16S.253_HF9210,3187,WD-ABX,WD,6103742,baseline,21,-31,-31,NA,A1,C6,51755,42311,41221,June_2022,ABX,,,WD
HF9211,MMF.16S.253_HF9211,3188,WD-ABX,WD,6103742,baseline,21,-31,-31,NA,A1,C6,37123,31325,29564,June_2022,ABX,,,WD
HF9212,MMF.16S.253_HF9212,3189,WD-PBS,WD,6103743,baseline,21,-31,-31,NA,A1,C6,16629,12921,11751,June_2022,PBS,,,WD
HF9213,MMF.16S.253_HF9213,3190,WD-PBS,WD,6103743,baseline,21,-31,-31,NA,A1,C6,45898,37767,36659,June_2022,PBS,,,WD
HF9214,MMF.16S.253_HF9214,3191,WD-PBS,WD,6103743,baseline,21,-31,-31,NA,A1,C6,28497,20994,20093,June_2022,PBS,,,WD
HF9215,MMF.16S.253_HF9215,3192,WD-PBS,WD,6103743,baseline,21,-31,-31,NA,A1,C6,26757,21970,20326,June_2022,PBS,,,WD
HF9913,MMF.16S.254_HF9913,3091,RC-ABX,RC,6101052,Col-L-DNA,66,14,14,NA,A1,C4,28584,25409,24074,June_2022,ABX,,,RC
HF10065,MMF.16S.254_HF10065,3092,RC-ABX,RC,6101052,Col-L-DNA,80,28,28,NA,A1,C4,16712,13815,13096,June_2022,ABX,,,RC
HF10084,MMF.16S.254_HF10084,3097,RC-PBS,RC,6101053,Col-L-DNA,80,28,28,NA,A1,C4,34347,29095,24879,June_2022,PBS,,,RC
HF10103,MMF.16S.254_HF10103,3102,RC-ABX,RC,6101054,Col-L-DNA,80,28,28,NA,A1,C4,13154,10848,10247,June_2022,ABX,,,RC
HF10122,MMF.16S.254_HF10122,3107,RC-PBS,RC,6101055,Col-L-DNA,80,28,28,NA,A1,C4,5891,4804,4344,June_2022,PBS,,,RC
HF10141,MMF.16S.254_HF10141,3112,WD-ABX,WD,6101056,Col-L-DNA,80,28,28,NA,A1,C4,105,97,94,June_2022,ABX,,,WD
HF10160,MMF.16S.254_HF10160,3117,WD-PBS,WD,6101057,Col-L-DNA,80,28,28,NA,A1,C4,10755,9085,7629,June_2022,PBS,,,WD
HF10179,MMF.16S.254_HF10179,3105,WD-ABX,WD,6101058,Col-L-DNA,80,28,28,NA,A1,C4,9108,8283,7543,June_2022,ABX,,,WD
HF10198,MMF.16S.254_HF10198,3114,WD-PBS,WD,5903643,Col-L-DNA,80,28,28,NA,A1,C4,53094,47040,39455,June_2022,PBS,,,WD
HF10822,MMF.16S.254_HF10822,3126,WD-ABX,WD,6102382,Col-L-DNA,80,28,28,NA,A1,C5,4198,3677,3518,June_2022,ABX,,,WD
HF10841,MMF.16S.254_HF10841,3140,WD-PBS,WD,6102383,Col-L-DNA,80,28,28,NA,A1,C5,4470,3977,3516,June_2022,PBS,,,WD
HF10860,MMF.16S.254_HF10860,NT.3141,RC-PBS,RC,6102384,Col-L-DNA,80,28,28,NA,A1,C5,29264,24423,21224,June_2022,PBS,,,RC
HF10879,MMF.16S.254_HF10879,3146,WD-ABX,WD,6102385,Col-L-DNA,80,28,28,NA,A1,C5,20010,19280,17984,June_2022,ABX,,,WD
HF10898,MMF.16S.254_HF10898,3145,WD-PBS,WD,5903644,Col-L-DNA,80,28,28,NA,A1,C5,37794,33433,29654,June_2022,PBS,,,WD
HF11009,MMF.16S.254_HF11009,3177,RC-ABX,RC,6103740,Col-L-DNA,80,28,28,NA,A1,C6,7789,5374,4986,June_2022,ABX,,,RC
HF11028,MMF.16S.254_HF11028,3179,RC-ABX,RC,6103740,Col-L-DNA,80,28,28,NA,A1,C6,4779,3989,3691,June_2022,ABX,,,RC
HF11047,MMF.16S.254_HF11047,3181,RC-PBS,RC,6103741,Col-L-DNA,80,28,28,NA,A1,C6,21703,18681,15659,June_2022,PBS,,,RC
HF11066,MMF.16S.254_HF11066,3183,RC-PBS,RC,6103741,Col-L-DNA,80,28,28,NA,A1,C6,56051,46672,41305,June_2022,PBS,,,RC
HF11085,MMF.16S.254_HF11085,3185,WD-ABX,WD,6103742,Col-L-DNA,80,28,28,NA,A1,C6,30943,28192,25804,June_2022,ABX,,,WD
HF11104,MMF.16S.254_HF11104,3187,WD-ABX,WD,6103742,Col-L-DNA,80,28,28,NA,A1,C6,9905,8868,8201,June_2022,ABX,,,WD
HF11123,MMF.16S.254_HF11123,3189,WD-PBS,WD,6103743,Col-L-DNA,80,28,28,NA,A1,C6,37265,32129,26864,June_2022,PBS,,,WD
HF11142,MMF.16S.254_HF11142,3191,WD-PBS,WD,6103743,Col-L-DNA,80,28,28,NA,A1,C6,4745,4219,4119,June_2022,PBS,,,WD
HF11161,MMF.16S.254_HF11161,3178,RC-ABX,RC,6103740,Col-L-DNA,81,29,28,NA,A1,C6,4371,3755,3477,June_2022,ABX,,,RC
HF11180,MMF.16S.254_HF11180,3180,RC-ABX,RC,6103740,Col-L-DNA,81,29,28,NA,A1,C6,26258,23150,20798,June_2022,ABX,,,RC
